B19013_001E,geoid
151094,06037403403
141591,06037403404
161667,06037403407
137936,06037403408
125078,06037403409
120341,06037403500
115858,06037403601
120391,06037403702
122628,06037403703
89435,06037403721
70665,06037403722
90250,06037403801
89030,06037403802
118523,06037403901
84301,06037403902
112830,06037404000
81602,06037404100
71346,06037404201
85250,06037404203
83625,06037404301
86063,06037404302
79931,06037404401
96392,06037404402
63958,06037404501
101188,06037404503
75439,06037404504
113250,06037404600
95143,06037404701
78786,06037404702
91083,06037404703
80640,06037404804
65708,06037404805
75237,06037404806
107276,06037404901
81161,06037404902
82847,06037404903
79851,06037405001
73958,06037405002
80585,06037405101
70972,06037405102
68214,06037405201
67022,06037405202
87692,06037405203
76314,06037405301
95956,06037405302
111121,06037405400
92382,06037405500
91838,06037405600
88023,06037405701
87959,06037405702
97896,06037405800
80357,06037405900
107958,06037406000
83636,06037406101
90614,06037406103
54471,06037406201
101565,06037406300
102278,06037406413
99901,06037406500
123268,06037406601
105350,06037406602
95400,06037406701
91646,06037406702
108894,06037406801
80827,06037406903
89844,06037407001
105508,06037407002
66250,06037407101
90927,06037407102
87279,06037407201
90682,06037407202
79153,06037407301
86154,06037407302
126458,06037407400
77931,06037407501
110625,06037407502
93031,06037407601
104597,06037407602
72050,06037407701
102607,06037407702
100500,06037407801
121194,06037407802
104375,06037407901
85450,06037407902
103472,06037408003
91020,06037408004
128260,06037408005
91875,06037408006
98841,06037408133
111667,06037408134
87023,06037408135
122813,06037408136
90385,06037408137
90764,06037408138
104861,06037408139
74663,06037408140
98824,06037408141
74425,06037408212
74028,06037408213
82978,06037408301
79412,06037408302
121250,06037408303
98578,06037408401
105789,06037408402
131838,06037408503
102222,06037408504
109787,06037408505
100900,06037408623
123438,06037408624
125417,06037408625
98346,06037408626
97434,06037408627
87361,06037408628
131250,06037408629
99609,06037408631
134545,06037408703
70000,06037408705
130313,06037408707
124565,06037408722
69883,06037408724
77860,06037408725
53045,06037408800
75625,06037408900
76875,06037409000
95795,06037409100
135250,06037430003
96397,06037430004
122595,06037430005
60583,06037430101
97844,06037430102
127730,06037430200
151530,06037430301
94058,06037430302
191685,06037430400
186213,06037430501
114815,06037430502
190070,06037430600
109702,06037430701
98333,06037430721
90868,06037430723
102969,06037430724
92697,06037430801
152564,06037430802
119265,06037430803
84671,06037430901
105435,06037430902
76316,06037431002
86383,06037431003
94484,06037431004
97326,06037431100
104412,06037431200
110769,06037431300
86538,06037431400
65917,06037431501
101792,06037431502
107446,06037431600
117138,06037431701
88348,06037431800
101875,06037431900
94071,06037432001
90991,06037432002
130142,06037432101
112302,06037432102
115648,06037432201
81528,06037432202
91250,06037432300
79140,06037432401
61563,06037432402
76250,06037432501
114688,06037432502
61775,06037432601
71875,06037432602
67560,06037432700
36964,06037432801
59861,06037432802
62618,06037432901
80486,06037432902
67664,06037433103
64655,06037433200
61210,06037433302
38969,06037433304
55417,06037433305
64226,06037433306
86058,06037433307
68029,06037433402
54708,06037433403
65865,06037433505
47230,06037433506
73314,06037433601
42465,06037433602
85517,06037433803
65213,06037433804
69348,06037433901
53681,06037433903
82213,06037434001
69507,06037434003
105663,06037434004
77992,06037434100
249861,06037460001
189491,06037460002
177364,06037460101
153750,06037460200
156250,06037460301
92009,06037460302
124167,06037460401
229276,06037460501
250001,06037460502
208533,06037460601
196471,06037460700
250001,06037460800
93083,06037460900
125302,06037461000
119375,06037461100
172917,06037461200
93264,06037461300
97014,06037461400
96313,06037461501
72887,06037461502
77986,06037461600
126250,06037461700
64583,06037461901
66786,06037461902
90776,06037462001
42101,06037462002
93534,06037462100
48667,06037462201
103618,06037462202
89018,06037462301
74679,06037462302
147727,06037462400
126488,06037462500
138500,06037462600
66648,06037462700
108654,06037462800
121176,06037462900
120845,06037463000
105714,06037463103
93073,06037463200
138542,06037463300
126225,06037463400
99963,06037463500
98457,06037463601
122500,06037463602
175230,06037463700
220750,06037463800
131630,06037463900
147632,06037464000
182206,06037464101
212014,06037464102
176389,06037464200
144219,06037480002
99243,06037480011
104097,06037480012
91875,06037480101
114743,06037480102
144000,06037480201
128000,06037480202
106607,06037480302
94497,06037480303
76780,06037480304
90580,06037480400
119167,06037480500
129500,06037480601
120188,06037480602
167452,06037480702
178200,06037480703
115415,06037480704
106447,06037480802
102619,06037480803
87530,06037480804
73211,06037480901
64732,06037480902
86667,06037480903
71339,06037481001
84098,06037481002
98047,06037481101
81442,06037481102
76930,06037481103
91042,06037481201
79504,06037481203
75549,06037481300
83512,06037481401
79612,06037481403
74183,06037481404
78479,06037481500
81974,06037481603
79609,06037481604
88542,06037481605
73344,06037481606
55797,06037481711
44688,06037481712
60600,06037481713
42713,06037481714
126875,06037481800
119110,06037481901
83963,06037481902
126083,06037482001
105272,06037482002
85905,06037482101
107664,06037482102
59922,06037482201
67712,06037482202
81389,06037482301
67000,06037482303
57200,06037482304
68750,06037482401
47125,06037482403
71000,06037482404
73125,06037482502
80933,06037482503
80000,06037482521
85417,06037482522
104503,06037482600
73750,06037482701
97379,06037482702
87182,06037482801
213897,06037500100
142868,06037500202
141955,06037500203
158207,06037500204
120694,06037500300
66940,06037500402
86134,06037500403
102880,06037500404
70585,06037500500
100375,06037500600
90761,06037500700
114310,06037500800
54531,06037500900
106500,06037501001
113222,06037501002
94032,06037501200
89432,06037501301
101000,06037501302
89500,06037501400
132857,06037501501
83831,06037501503
50685,06037501504
112614,06037501600
121042,06037501700
91742,06037501802
61890,06037501803
61438,06037501804
101042,06037501900
78370,06037502003
72344,06037502004
91617,06037502005
88021,06037502100
112851,06037502200
67126,06037502303
84511,06037502401
91856,06037502402
91563,06037502500
77832,06037502602
123885,06037502603
110250,06037502604
91673,06037502700
100074,06037502801
123143,06037502901
105278,06037503000
108475,06037503103
83750,06037503104
120890,06037503105
86568,06037503106
101750,06037503201
93482,06037503202
125568,06037503301
89500,06037503302
105712,06037503401
98016,06037503402
101520,06037503501
91981,06037503502
104940,06037503601
144191,06037503602
102043,06037503701
113173,06037503702
66162,06037503704
113169,06037503705
102813,06037503801
105732,06037503802
142500,06037503901
124821,06037503902
-666666666,06037504001
134786,06037504002
90341,06037504101
73338,06037504200
127417,06037530005
87237,06037530006
76780,06037530007
42972,06037530101
54674,06037530102
114550,06037530202
52226,06037530203
67500,06037530204
64071,06037530301
69522,06037530302
40889,06037530400
70307,06037530500
89718,06037530603
90685,06037530700
87478,06037530801
74271,06037530802
67700,06037530901
41205,06037530902
82531,06037531000
72727,06037531101
50900,06037531102
75183,06037531201
53875,06037531202
64259,06037531301
59555,06037531302
52083,06037531502
71938,06037531503
63163,06037531504
64839,06037531602
68721,06037531603
57411,06037531604
69697,06037531701
79722,06037531702
86369,06037531800
65333,06037531901
76694,06037531902
64198,06037532001
81516,06037532002
59203,06037532101
113977,06037532102
77926,06037532200
67736,06037532302
77938,06037532303
66176,06037532304
57586,06037532500
54006,06037532605
49154,06037532606
52778,06037532607
60743,06037532700
48952,06037532800
42704,06037532900
75236,06037533001
55625,06037533002
52963,06037533103
44131,06037533104
50658,06037533105
56473,06037533108
67632,06037533201
69063,06037533204
51667,06037533300
60737,06037533401
59886,06037533402
68697,06037533403
74286,06037533501
62917,06037533504
66964,06037533601
59846,06037533602
50036,06037533603
57169,06037533701
70643,06037533702
59886,06037533703
48000,06037533803
72852,06037533804
60504,06037533805
70370,06037533806
53919,06037533901
57803,06037533902
64886,06037534001
80500,06037534002
54107,06037534101
48229,06037534102
54766,06037534201
49656,06037534202
48545,06037534203
44792,06037534301
62500,06037534302
52139,06037534403
54063,06037534404
54523,06037534405
50653,06037534406
62083,06037534501
76302,06037534502
87756,06037534700
70203,06037534802
80440,06037534803
75172,06037534804
80441,06037534900
57241,06037535001
49621,06037535002
66287,06037535101
65873,06037535102
74167,06037535200
59267,06037535300
57000,06037535400
56625,06037535501
74350,06037535502
74583,06037535503
62930,06037535603
71445,06037535604
70108,06037535605
64567,06037535606
71398,06037535607
73843,06037535701
70506,06037535702
94583,06037535802
60599,06037535803
69025,06037535804
59514,06037535901
86659,06037535902
47115,06037536000
77733,06037536102
70954,06037536103
69338,06037536104
81346,06037536201
73625,06037536202
60477,06037540000
88668,06037540101
102850,06037540102
51500,06037540201
60472,06037540202
63831,06037540203
71875,06037540300
82500,06037540400
72476,06037540501
57724,06037540502
31013,06037540600
73676,06037540700
75219,06037540800
71450,06037540901
95904,06037540902
79940,06037541003
91282,06037541100
86184,06037541200
94053,06037541300
66993,06037541401
78024,06037541402
60000,06037541500
69297,06037541603
53218,06037541604
63179,06037541605
42112,06037541606
91625,06037541700
69821,06037541801
72435,06037541802
98406,06037542000
72760,06037542103
71283,06037542104
63184,06037542105
52708,06037542106
71923,06037542200
65357,06037542401
87750,06037542402
83305,06037542501
61981,06037542502
67112,06037542601
62250,06037542602
79864,06037542700
69719,06037542800
81892,06037542900
87865,06037543000
82000,06037543100
94773,06037543201
43531,06037543203
108468,06037543304
94117,06037543305
100993,06037543306
118295,06037543321
127614,06037543322
100667,06037543400
105518,06037543501
117260,06037543502
94362,06037543503
109811,06037543601
81919,06037543603
103034,06037543605
80432,06037543606
117016,06037543607
140000,06037543701
119980,06037543703
101204,06037543704
101971,06037543705
102472,06037543801
93205,06037543803
121743,06037543804
128125,06037543903
82790,06037543905
92135,06037544001
110179,06037544002
115443,06037550101
86642,06037550201
110865,06037550202
101938,06037550301
76406,06037550501
130399,06037550502
100430,06037550601
113750,06037550602
134511,06037550700
96790,06037550801
77241,06037550802
88036,06037550901
88026,06037550902
82198,06037551001
104280,06037551002
62361,06037551101
59242,06037551102
66971,06037551201
97857,06037551203
69350,06037551204
68468,06037551300
85938,06037551401
81724,06037551402
108278,06037551501
88031,06037551502
91107,06037551700
103396,06037551801
76777,06037551802
97184,06037551900
91188,06037552001
100954,06037552002
76141,06037552100
65389,06037552200
98780,06037552301
78690,06037552302
75694,06037552400
93750,06037552601
112218,06037552602
109088,06037552700
119471,06037552800
85938,06037552900
143750,06037553000
103086,06037553100
98587,06037553201
99950,06037553202
100256,06037553300
103553,06037553400
76700,06037553502
59811,06037553503
77685,06037553504
60900,06037553601
75972,06037553602
70833,06037553701
66395,06037553702
65037,06037553801
59201,06037553802
87247,06037553901
71053,06037553902
86757,06037554001
69658,06037554002
72250,06037554101
47206,06037554105
89770,06037554106
100833,06037554201
60388,06037554203
44007,06037554204
87524,06037554301
79054,06037554302
75887,06037554403
80767,06037554404
45944,06037554405
87091,06037554406
147794,06037554511
173063,06037554512
125417,06037554513
144284,06037554514
105568,06037554515
163235,06037554516
142688,06037554517
119211,06037554518
113633,06037554519
121313,06037554521
130388,06037554522
94922,06037554600
108533,06037554700
109375,06037554801
107270,06037554802
88398,06037554900
90733,06037555001
87500,06037555002
108085,06037555105
74185,06037555106
92212,06037555107
149125,06037555202
76644,06037555211
76094,06037555212
117708,06037555300
132875,06037570001
116357,06037570002
119402,06037570003
103227,06037570100
83333,06037570202
53707,06037570203
68971,06037570204
62860,06037570303
55396,06037570304
58333,06037570305
108500,06037570306
89808,06037570402
69456,06037570403
77861,06037570404
99038,06037570502
86379,06037570503
89348,06037570504
79948,06037570601
76923,06037570602
47656,06037570603
101333,06037570701
125938,06037570703
122357,06037570800
120469,06037570901
133056,06037570902
140478,06037571000
119028,06037571101
136968,06037571102
152955,06037571201
90881,06037571202
134200,06037571300
117951,06037571400
101629,06037571502
86333,06037571504
93720,06037571505
28590,06037571600
77668,06037571701
-666666666,06037571703
58649,06037571704
123750,06037571800
128289,06037571900
103578,06037572001
77353,06037572201
117270,06037572202
90972,06037572301
50819,06037572500
118152,06037572600
88194,06037572700
59560,06037573002
107083,06037573003
58168,06037573004
70795,06037573101
112054,06037573102
54132,06037573201
78771,06037573202
51467,06037573300
75469,06037573401
81131,06037573402
136438,06037573403
128856,06037573601
143117,06037573700
115250,06037573800
166019,06037573902
140160,06037574000
136964,06037574100
143147,06037574201
120417,06037574202
120594,06037574300
132953,06037574400
122101,06037574500
141000,06037574602
92214,06037574800
153304,06037574901
85933,06037574902
93587,06037575001
91518,06037575002
65640,06037575101
47875,06037575102
63813,06037575103
51444,06037575201
59559,06037575202
38688,06037575300
48299,06037575401
69097,06037575402
39872,06037575801
54591,06037575802
23827,06037575803
57404,06037575901
59385,06037575902
107787,06037576001
54569,06037576200
53813,06037576301
56389,06037576302
63015,06037576401
55148,06037576402
75278,06037576403
41750,06037576501
80625,06037576502
66891,06037576503
69195,06037576601
88268,06037576602
97891,06037576700
71797,06037576801
98456,06037576802
61528,06037576901
70932,06037576903
71644,06037576904
83329,06037577000
95130,06037577100
108668,06037577200
108771,06037577300
119911,06037577400
131765,06037577501
94125,06037577504
109177,06037577602
108571,06037577604
123986,06037577605
136094,06037577606
91612,06037577700
113235,06037577800
84598,06037577900
59141,06037578000
-666666666,06037578100
91759,06037599000
-666666666,06037599100
56118,06037600100
51154,06037600201
37250,06037600202
73365,06037600302
34933,06037600303
58013,06037600304
65145,06037600400
81458,06037600501
96607,06037600601
65129,06037600602
110417,06037600702
104595,06037600703
74405,06037600704
110625,06037600801
60913,06037600802
59498,06037600902
84706,06037600911
75781,06037600912
60250,06037601001
59220,06037601002
60174,06037601100
74013,06037601202
49167,06037601211
68728,06037601212
104239,06037601301
77744,06037601302
52113,06037601303
56908,06037601401
86563,06037601402
60109,06037601501
65000,06037601502
49173,06037601600
45847,06037601700
56786,06037601801
82833,06037601802
65215,06037601900
77344,06037602002
69850,06037602003
36390,06037602103
69798,06037602104
58686,06037602105
81283,06037602106
146225,06037602201
81429,06037602202
128221,06037602301
172097,06037602302
108368,06037602402
76286,06037602403
67736,06037602404
59634,06037602504
67257,06037602505
60574,06037602506
51281,06037602507
53036,06037602510
48165,06037602511
69489,06037602512
65896,06037602513
96607,06037602601
67174,06037602602
118710,06037602700
58810,06037602801
106793,06037602802
101186,06037602900
77765,06037603004
71458,06037603005
76563,06037603006
90288,06037603007
61500,06037603008
83884,06037603101
67917,06037603102
111153,06037603200
66786,06037603301
76929,06037603302
84821,06037603400
87857,06037603500
92552,06037603600
113464,06037603702
122609,06037603703
75565,06037603705
72656,06037603706
75417,06037603801
84735,06037603802
113500,06037603901
74531,06037603902
77837,06037604001
77098,06037604002
77849,06037604101
91875,06037604102
74819,06037604200
83717,06037609900
163510,06037620001
145325,06037620002
127941,06037620101
153482,06037620102
161563,06037620201
237798,06037620301
202875,06037620303
182775,06037620305
175469,06037620400
162674,06037620501
115829,06037620521
162778,06037620522
120326,06037620601
155342,06037620602
176613,06037620701
244257,06037620703
189095,06037620704
218036,06037620801
181518,06037620802
250001,06037620901
215694,06037620904
167260,06037621001
150152,06037621005
200250,06037621102
132366,06037621104
160201,06037621201
107935,06037621204
120750,06037621301
114826,06037621324
111866,06037621326
174667,06037621400
103352,06037650001
84750,06037650003
98750,06037650004
105274,06037650101
114531,06037650102
138438,06037650200
86212,06037650300
151923,06037650401
181154,06037650501
145369,06037650502
117019,06037650603
69448,06037650604
106719,06037650605
84961,06037650606
99342,06037650607
153750,06037650701
153164,06037650702
136827,06037650801
128295,06037650802
106250,06037650901
83889,06037650903
132986,06037650904
129143,06037651001
128293,06037651002
125028,06037651101
87647,06037651102
156722,06037651201
103073,06037651221
101653,06037651222
158958,06037651302
117211,06037651304
85114,06037651401
102056,06037651402
106250,06037670001
73875,06037670002
94917,06037670003
93400,06037670101
95292,06037670102
191063,06037670201
234750,06037670202
234338,06037670324
250001,06037670326
247568,06037670328
147143,06037670405
217917,06037670406
142306,06037670407
201116,06037670413
164250,06037670416
163088,06037670417
221205,06037670418
250001,06037670500
199000,06037670603
175972,06037670604
171522,06037670701
203039,06037670702
94194,06037700101
68628,06037700102
93431,06037700200
100454,06037700300
97320,06037700400
111014,06037700501
100636,06037700502
227382,06037700600
236250,06037700700
81438,06037700801
116851,06037700802
105446,06037700901
103460,06037700902
139340,06037701000
199609,06037701201
141495,06037701202
108101,06037701302
142155,06037701304
82459,06037701402
145142,06037701501
115260,06037701502
206012,06037701601
104792,06037701602
74926,06037701701
74971,06037701702
79529,06037701801
91750,06037701802
105199,06037701902
101648,06037702002
114740,06037702102
111865,06037702201
139625,06037702202
130179,06037702300
150909,06037702400
153382,06037702501
115144,06037702502
133194,06037702600
171875,06037702700
103523,06037702801
106786,06037702802
127439,06037702803
142440,06037702900
146786,06037703002
95988,06037703003
129269,06037703100
93906,06037703200
201313,06037800101
136856,06037800103
144309,06037800104
237750,06037800202
180375,06037800204
119464,06037800205
250001,06037800206
158351,06037800324
152232,06037800325
250001,06037800328
112120,06037800333
191101,06037800334
134167,06037800335
208500,06037800336
93971,06037800337
214833,06037800338
217679,06037800406
161875,06037800410
194223,06037800411
169244,06037800412
202763,06037800504
217893,06037800506
44946,06037900102
61184,06037900103
60977,06037900104
82165,06037900301
81765,06037900501
80038,06037900504
80718,06037900505
79345,06037900506
95587,06037900508
67880,06037900509
49495,06037900510
53666,06037900602
47161,06037900606
72668,06037900607
76220,06037900608
71250,06037900609
32386,06037900610
92938,06037900611
57238,06037900701
64688,06037900703
65721,06037900704
51746,06037900705
46299,06037900804
94552,06037900805
25465,06037900806
79302,06037900807
64620,06037900808
50509,06037900901
68276,06037900902
-666666666,06037901003
83864,06037901007
97788,06037901008
94597,06037901009
71554,06037901010
93934,06037901011
133913,06037901012
129087,06037901013
109643,06037901014
101641,06037901101
91417,06037901102
68333,06037901209
104000,06037901210
109459,06037901214
65568,06037901215
113833,06037901216
129659,06037901217
160921,06037901218
63333,06037901300
64921,06037910002
129757,06037910210
201979,06037910211
109281,06037910212
142237,06037910213
115308,06037910214
87500,06037910215
112724,06037910216
128194,06037910217
78560,06037910218
116974,06037910301
97412,06037910302
87393,06037910401
63062,06037910404
48000,06037910405
34192,06037910501
42241,06037910502
70938,06037910504
69792,06037910505
80709,06037910601
48143,06037910602
66190,06037910605
79375,06037910606
67000,06037910607
71384,06037910608
106585,06037910706
69507,06037910707
100781,06037910709
98977,06037910712
82917,06037910713
77167,06037910714
77057,06037910715
92587,06037910716
87969,06037910717
101218,06037910718
95577,06037910719
74408,06037910720
47696,06037910721
140726,06037910804
142583,06037910807
113889,06037910808
167083,06037910809
155139,06037910810
122159,06037910814
93767,06037910815
80222,06037911001
65276,06037911100
117903,06037920013
186295,06037920015
154018,06037920016
145037,06037920017
148259,06037920018
106648,06037920020
139805,06037920028
110590,06037920029
131558,06037920030
72434,06037920031
160580,06037920034
109355,06037920035
69837,06037920038
135385,06037920039
118000,06037920040
121844,06037920041
125909,06037920042
159762,06037920043
102500,06037920044
133194,06037920045
95273,06037920046
66417,06037920047
104545,06037920048
191058,06037920049
60962,06037920050
97455,06037920102
122383,06037920104
109268,06037920106
111886,06037920109
134181,06037920110
135850,06037920111
118173,06037920112
119668,06037920114
102600,06037920115
132008,06037920116
146167,06037920118
208289,06037920119
220884,06037920120
161364,06037920121
-666666666,06037920200
138750,06037920303
95333,06037920312
163636,06037920313
135795,06037920314
103906,06037920322
131938,06037920326
124274,06037920328
101821,06037920329
103839,06037920330
121343,06037920331
98333,06037920332
104438,06037920334
176667,06037920338
144876,06037920339
101750,06037920340
65382,06037920341
84563,06037920342
82809,06037920343
113929,06037930400
-666666666,06037980001
-666666666,06037980002
-666666666,06037980003
-666666666,06037980004
-666666666,06037980005
-666666666,06037980006
-666666666,06037980007
-666666666,06037980008
-666666666,06037980009
-666666666,06037980010
-666666666,06037980011
-666666666,06037980012
-666666666,06037980013
-666666666,06037980014
62534,06037980015
70833,06037980016
-666666666,06037980017
-666666666,06037980018
79018,06037980019
-666666666,06037980020
-666666666,06037980021
-666666666,06037980022
-666666666,06037980023
125625,06037980024
79250,06037980025
-666666666,06037980026
-666666666,06037980028
-666666666,06037980030
-666666666,06037980031
-666666666,06037980033
-666666666,06037980034
65750,06037980035
172829,06037980036
-666666666,06037980037
-666666666,06037980038
-666666666,06037980039
-666666666,06037990100
-666666666,06037990200
-666666666,06037990300
