B25018_001E,geoid
7.3,06037403404
7.9,06037403407
6.8,06037403408
6.2,06037403409
5.8,06037403500
6.1,06037403601
6.1,06037403702
6.1,06037403703
5.7,06037403721
4.5,06037403722
4.7,06037403801
5.0,06037403802
5.6,06037403901
5.6,06037403902
5.3,06037404000
5.5,06037404100
4.7,06037404201
5.2,06037404203
4.3,06037404301
5.2,06037404302
4.3,06037404401
5.7,06037404402
4.3,06037404501
5.6,06037404503
3.8,06037404504
5.7,06037404600
4.9,06037404701
4.9,06037404702
4.4,06037404703
5.2,06037404804
4.5,06037404805
4.8,06037404806
5.1,06037404901
5.2,06037404902
5.2,06037404903
5.2,06037405001
4.9,06037405002
5.0,06037405101
4.2,06037405102
4.7,06037405201
4.8,06037405202
5.6,06037405203
4.3,06037405301
5.4,06037405302
5.3,06037405400
5.5,06037405500
5.6,06037405600
5.0,06037405701
5.2,06037405702
5.3,06037405800
5.5,06037405900
5.4,06037406000
5.0,06037406101
4.1,06037406103
3.8,06037406201
6.7,06037406300
6.1,06037406413
5.0,06037406500
6.0,06037406601
5.3,06037406602
5.6,06037406701
4.3,06037406702
5.6,06037406801
5.2,06037406903
5.6,06037407001
5.8,06037407002
4.8,06037407101
5.6,06037407102
5.5,06037407201
5.3,06037407202
5.5,06037407301
5.5,06037407302
5.7,06037407400
5.2,06037407501
5.5,06037407502
4.4,06037407601
5.3,06037407602
5.0,06037407701
5.5,06037407702
5.8,06037407801
5.8,06037407802
6.0,06037407901
5.9,06037407902
6.2,06037408003
4.5,06037408004
6.6,06037408005
5.3,06037408006
4.5,06037408133
5.7,06037408134
5.5,06037408135
5.9,06037408136
4.5,06037408137
5.5,06037408138
5.6,06037408139
5.5,06037408140
5.8,06037408141
5.8,06037408212
4.7,06037408213
5.1,06037408301
5.8,06037408302
6.3,06037408303
5.3,06037408401
6.2,06037408402
6.8,06037408503
5.4,06037408504
6.0,06037408505
5.6,06037408623
5.9,06037408624
6.4,06037408625
5.7,06037408626
6.4,06037408627
5.0,06037408628
6.1,06037408629
6.0,06037408631
7.2,06037408703
5.3,06037408705
6.7,06037408707
5.4,06037408722
3.7,06037408724
5.1,06037408725
3.1,06037408800
5.6,06037408900
4.3,06037409000
5.9,06037409100
6.2,06037430003
5.1,06037430004
6.0,06037430005
3.9,06037430101
5.2,06037430102
6.0,06037430200
6.1,06037430301
5.4,06037430302
6.6,06037430400
5.9,06037430501
5.0,06037430502
7.4,06037430600
5.9,06037430701
4.9,06037430721
4.3,06037430723
3.9,06037430724
4.6,06037430801
6.4,06037430802
6.3,06037430803
4.3,06037430901
4.5,06037430902
5.1,06037431002
4.7,06037431003
4.4,06037431004
4.4,06037431100
4.9,06037431200
5.6,06037431300
5.5,06037431400
4.9,06037431501
5.5,06037431502
6.1,06037431600
6.6,06037431701
4.9,06037431800
4.5,06037431900
5.8,06037432001
5.6,06037432002
5.7,06037432101
6.0,06037432102
5.4,06037432201
5.1,06037432202
5.2,06037432300
4.6,06037432401
4.2,06037432402
4.7,06037432501
5.3,06037432502
4.9,06037432601
5.4,06037432602
4.4,06037432700
3.4,06037432801
4.1,06037432802
4.5,06037432901
5.2,06037432902
4.3,06037433103
4.4,06037433200
3.8,06037433302
4.1,06037433304
4.0,06037433305
5.0,06037433306
4.7,06037433307
4.3,06037433402
3.4,06037433403
4.3,06037433505
3.8,06037433506
4.5,06037433601
4.2,06037433602
5.2,06037433803
4.4,06037433804
4.2,06037433901
4.3,06037433903
5.3,06037434001
4.3,06037434003
4.5,06037434004
4.5,06037434100
7.7,06037460001
6.1,06037460002
6.9,06037460101
6.4,06037460200
5.9,06037460301
5.1,06037460302
5.4,06037460401
7.6,06037460501
6.9,06037460502
6.3,06037460601
7.9,06037460700
6.6,06037460800
4.9,06037460900
5.5,06037461000
5.7,06037461100
6.2,06037461200
5.0,06037461300
4.2,06037461400
4.8,06037461501
4.4,06037461502
4.8,06037461600
5.9,06037461700
3.7,06037461901
2.7,06037461902
4.0,06037462001
3.9,06037462002
4.5,06037462100
3.1,06037462201
3.2,06037462202
3.8,06037462301
3.7,06037462302
5.0,06037462400
5.8,06037462500
6.3,06037462600
4.1,06037462700
4.3,06037462800
5.3,06037462900
4.8,06037463000
5.6,06037463103
5.4,06037463200
5.5,06037463300
4.2,06037463400
3.9,06037463500
3.7,06037463601
3.2,06037463602
4.1,06037463700
6.9,06037463800
5.1,06037463900
4.9,06037464000
8.1,06037464101
8.2,06037464102
6.9,06037464200
6.0,06037480002
4.3,06037480011
4.9,06037480012
5.4,06037480101
5.2,06037480102
6.2,06037480201
5.7,06037480202
4.2,06037480302
4.0,06037480303
3.8,06037480304
4.5,06037480400
6.6,06037480500
4.0,06037480601
4.4,06037480602
5.5,06037480702
5.1,06037480703
4.0,06037480704
4.4,06037480802
5.5,06037480803
4.1,06037480804
3.9,06037480901
4.0,06037480902
4.1,06037480903
4.0,06037481001
4.1,06037481002
3.9,06037481101
4.0,06037481102
4.8,06037481103
4.6,06037481201
4.7,06037481203
5.3,06037481300
4.5,06037481401
4.5,06037481403
5.0,06037481404
5.0,06037481500
4.3,06037481603
4.2,06037481604
4.2,06037481605
4.1,06037481606
3.8,06037481711
3.9,06037481712
4.2,06037481713
3.8,06037481714
5.6,06037481800
5.0,06037481901
4.8,06037481902
6.0,06037482001
4.8,06037482002
4.6,06037482101
5.9,06037482102
3.9,06037482201
4.3,06037482202
4.4,06037482301
4.3,06037482303
4.1,06037482304
4.1,06037482401
4.1,06037482403
5.8,06037482404
4.4,06037482502
4.7,06037482503
4.9,06037482521
4.6,06037482522
5.1,06037482600
4.5,06037482701
4.8,06037482702
5.2,06037482801
7.4,06037500100
7.7,06037500202
6.3,06037500203
6.1,06037500204
5.7,06037500300
4.4,06037500402
5.4,06037500403
5.2,06037500404
4.8,06037500500
5.1,06037500600
5.0,06037500700
5.4,06037500800
4.1,06037500900
5.5,06037501001
5.8,06037501002
5.0,06037501200
5.2,06037501301
4.6,06037501302
4.2,06037501400
6.0,06037501501
3.9,06037501503
3.4,06037501504
6.0,06037501600
5.2,06037501700
4.7,06037501802
3.5,06037501803
3.9,06037501804
5.6,06037501900
4.9,06037502003
5.2,06037502004
5.4,06037502005
4.8,06037502100
4.9,06037502200
4.9,06037502303
5.1,06037502401
5.4,06037502402
4.7,06037502500
4.4,06037502602
6.1,06037502603
5.0,06037502604
5.1,06037502700
5.4,06037502801
5.5,06037502901
4.8,06037503000
5.5,06037503103
4.6,06037503104
5.0,06037503105
5.1,06037503106
5.6,06037503201
5.2,06037503202
5.7,06037503301
4.8,06037503302
5.1,06037503401
5.5,06037503402
5.0,06037503501
5.4,06037503502
5.9,06037503601
6.3,06037503602
5.0,06037503701
5.2,06037503702
4.7,06037503704
6.2,06037503705
5.5,06037503801
5.5,06037503802
5.9,06037503901
5.7,06037503902
5.0,06037504001
5.9,06037504002
5.6,06037504101
4.4,06037504200
6.6,06037530005
3.9,06037530006
6.0,06037530007
4.1,06037530101
4.5,06037530102
5.6,06037530202
4.2,06037530203
4.6,06037530204
4.2,06037530301
4.1,06037530302
4.5,06037530400
4.3,06037530500
4.4,06037530603
4.1,06037530700
4.6,06037530801
4.8,06037530802
4.5,06037530901
4.0,06037530902
4.5,06037531000
4.8,06037531101
4.2,06037531102
4.1,06037531201
3.8,06037531202
4.2,06037531301
4.3,06037531302
4.2,06037531502
4.3,06037531503
4.1,06037531504
4.3,06037531602
4.3,06037531603
4.0,06037531604
4.5,06037531701
3.6,06037531702
4.6,06037531800
4.2,06037531901
4.3,06037531902
4.5,06037532001
4.3,06037532002
4.3,06037532101
5.0,06037532102
4.3,06037532200
5.1,06037532302
4.4,06037532303
4.1,06037532304
4.3,06037532500
4.4,06037532605
3.3,06037532606
4.0,06037532607
5.0,06037532700
4.5,06037532800
4.0,06037532900
4.5,06037533001
4.9,06037533002
4.1,06037533103
3.4,06037533104
3.9,06037533105
3.6,06037533108
3.8,06037533201
4.2,06037533204
4.0,06037533300
4.0,06037533401
4.0,06037533402
4.0,06037533403
3.6,06037533501
3.7,06037533504
3.9,06037533601
4.2,06037533602
3.8,06037533603
3.9,06037533701
4.2,06037533702
4.4,06037533703
4.1,06037533803
4.0,06037533804
4.2,06037533805
4.0,06037533806
4.0,06037533901
4.3,06037533902
4.3,06037534001
4.6,06037534002
4.5,06037534101
4.0,06037534102
4.1,06037534201
4.0,06037534202
4.1,06037534203
4.1,06037534301
4.3,06037534302
4.1,06037534403
3.9,06037534404
4.3,06037534405
4.1,06037534406
4.4,06037534501
4.9,06037534502
5.3,06037534700
4.7,06037534802
4.7,06037534803
4.6,06037534804
5.0,06037534900
4.8,06037535001
4.4,06037535002
4.6,06037535101
4.8,06037535102
4.5,06037535200
4.9,06037535300
4.5,06037535400
3.6,06037535501
4.5,06037535502
4.5,06037535503
4.0,06037535603
4.3,06037535604
3.8,06037535605
4.1,06037535606
4.8,06037535607
4.1,06037535701
4.0,06037535702
4.4,06037535802
4.1,06037535803
4.2,06037535804
4.5,06037535901
5.0,06037535902
3.8,06037536000
5.0,06037536102
4.2,06037536103
4.3,06037536104
4.5,06037536201
4.4,06037536202
4.3,06037540000
5.2,06037540101
5.1,06037540102
3.7,06037540201
4.1,06037540202
4.2,06037540203
4.4,06037540300
4.2,06037540400
4.8,06037540501
3.9,06037540502
4.6,06037540600
4.8,06037540700
5.1,06037540800
5.2,06037540901
5.2,06037540902
5.6,06037541003
5.1,06037541100
5.3,06037541200
4.8,06037541300
4.5,06037541401
4.5,06037541402
4.7,06037541500
4.2,06037541603
4.0,06037541604
4.4,06037541605
4.2,06037541606
5.3,06037541700
4.5,06037541801
4.8,06037541802
4.9,06037542000
4.3,06037542103
4.3,06037542104
4.2,06037542105
3.9,06037542106
4.7,06037542200
5.1,06037542401
4.8,06037542402
4.8,06037542501
3.9,06037542502
4.3,06037542601
4.3,06037542602
4.3,06037542700
5.4,06037542800
4.6,06037542900
5.0,06037543000
5.6,06037543100
4.9,06037543201
4.3,06037543203
6.3,06037543304
5.4,06037543305
5.9,06037543306
5.7,06037543321
7.0,06037543322
5.6,06037543400
4.3,06037543501
4.3,06037543502
4.8,06037543503
5.2,06037543601
5.3,06037543603
4.5,06037543605
4.8,06037543606
5.8,06037543607
5.4,06037543701
5.6,06037543703
5.2,06037543704
4.9,06037543705
5.0,06037543801
4.6,06037543803
6.1,06037543804
5.1,06037543903
5.0,06037543905
5.2,06037544001
4.5,06037544002
5.0,06037550101
4.9,06037550201
5.2,06037550202
4.2,06037550301
5.4,06037550501
6.7,06037550502
4.8,06037550601
5.5,06037550602
5.6,06037550700
5.7,06037550801
5.2,06037550802
4.0,06037550901
4.2,06037550902
5.7,06037551001
5.7,06037551002
4.3,06037551101
3.6,06037551102
4.3,06037551201
5.1,06037551203
4.4,06037551204
3.9,06037551300
4.1,06037551401
5.1,06037551402
4.4,06037551501
4.7,06037551502
5.0,06037551700
5.3,06037551801
4.6,06037551802
5.2,06037551900
5.2,06037552001
4.3,06037552002
4.5,06037552100
4.0,06037552200
5.7,06037552301
4.4,06037552302
5.3,06037552400
5.1,06037552601
5.0,06037552602
5.2,06037552700
5.3,06037552800
4.9,06037552900
5.8,06037553000
5.0,06037553100
5.4,06037553201
5.6,06037553202
4.9,06037553300
4.9,06037553400
3.5,06037553502
4.2,06037553503
4.5,06037553504
4.1,06037553601
4.1,06037553602
4.4,06037553701
5.0,06037553702
4.2,06037553801
4.3,06037553802
4.9,06037553901
4.2,06037553902
5.3,06037554001
4.5,06037554002
3.9,06037554101
3.7,06037554105
4.4,06037554106
4.5,06037554201
3.7,06037554203
3.4,06037554204
4.2,06037554301
4.2,06037554302
4.1,06037554403
4.2,06037554404
3.7,06037554405
4.6,06037554406
6.2,06037554511
6.1,06037554512
6.2,06037554513
5.7,06037554514
6.3,06037554515
6.2,06037554516
6.0,06037554517
6.0,06037554518
6.5,06037554519
6.0,06037554521
6.2,06037554522
5.2,06037554600
5.7,06037554700
5.0,06037554801
5.2,06037554802
5.2,06037554900
5.2,06037555001
4.7,06037555002
4.9,06037555105
4.3,06037555106
5.0,06037555107
6.7,06037555202
4.3,06037555211
4.3,06037555212
5.2,06037555300
5.6,06037570001
5.4,06037570002
5.6,06037570003
5.9,06037570100
4.9,06037570202
3.5,06037570203
3.9,06037570204
3.7,06037570303
3.6,06037570304
3.8,06037570305
4.9,06037570306
4.9,06037570402
4.0,06037570403
5.2,06037570404
4.8,06037570502
4.3,06037570503
4.7,06037570504
4.2,06037570601
4.4,06037570602
4.1,06037570603
4.7,06037570701
6.2,06037570703
5.3,06037570800
5.8,06037570901
5.7,06037570902
6.2,06037571000
5.7,06037571101
6.0,06037571102
5.9,06037571201
4.8,06037571202
6.1,06037571300
5.7,06037571400
4.5,06037571502
4.6,06037571504
4.4,06037571505
4.0,06037571600
4.2,06037571701
4.0,06037571703
4.1,06037571704
5.8,06037571800
5.3,06037571900
5.2,06037572001
4.7,06037572201
5.5,06037572202
4.5,06037572301
4.0,06037572500
5.1,06037572600
5.2,06037572700
3.8,06037573002
4.6,06037573003
3.9,06037573004
4.1,06037573101
5.0,06037573102
3.6,06037573201
4.4,06037573202
4.3,06037573300
4.4,06037573401
4.2,06037573402
4.7,06037573403
5.6,06037573601
6.1,06037573700
6.0,06037573800
7.1,06037573902
6.0,06037574000
5.4,06037574100
6.0,06037574201
4.8,06037574202
5.8,06037574300
5.9,06037574400
6.2,06037574500
6.2,06037574602
4.4,06037574800
5.6,06037574901
4.0,06037574902
4.0,06037575001
4.2,06037575002
4.1,06037575101
4.0,06037575102
3.5,06037575103
3.9,06037575201
4.0,06037575202
3.9,06037575300
3.3,06037575401
3.6,06037575402
3.6,06037575801
3.7,06037575802
3.0,06037575803
4.0,06037575901
2.3,06037575902
2.9,06037576001
2.8,06037576200
3.7,06037576301
3.6,06037576302
3.6,06037576401
3.9,06037576402
4.0,06037576403
3.2,06037576501
3.6,06037576502
3.7,06037576503
3.3,06037576601
3.3,06037576602
3.9,06037576700
3.8,06037576801
4.0,06037576802
3.9,06037576901
3.4,06037576903
4.0,06037576904
3.7,06037577000
4.3,06037577100
3.7,06037577200
3.8,06037577300
4.2,06037577400
5.6,06037577501
4.2,06037577504
5.2,06037577602
4.4,06037577604
6.2,06037577605
5.0,06037577606
5.3,06037577700
5.5,06037577800
3.9,06037577900
4.0,06037578000
-666666666.0,06037578100
3.9,06037599000
3.0,06037599100
4.2,06037600100
4.0,06037600201
4.6,06037600202
5.0,06037600302
4.2,06037600303
4.1,06037600304
5.1,06037600400
5.7,06037600501
5.9,06037600601
4.2,06037600602
6.1,06037600702
5.4,06037600703
5.0,06037600704
5.4,06037600801
4.7,06037600802
3.9,06037600902
4.8,06037600911
4.8,06037600912
3.7,06037601001
3.8,06037601002
3.3,06037601100
4.8,06037601202
3.8,06037601211
3.5,06037601212
5.1,06037601301
4.2,06037601302
3.9,06037601303
3.8,06037601401
4.7,06037601402
3.4,06037601501
4.1,06037601502
3.7,06037601600
4.0,06037601700
4.6,06037601801
4.2,06037601802
4.0,06037601900
4.1,06037602002
4.7,06037602003
3.5,06037602103
4.2,06037602104
3.5,06037602105
3.4,06037602106
4.3,06037602201
4.0,06037602202
5.2,06037602301
5.5,06037602302
4.9,06037602402
4.0,06037602403
4.1,06037602404
3.4,06037602504
2.8,06037602505
3.3,06037602506
4.0,06037602507
3.4,06037602510
3.4,06037602511
5.2,06037602512
4.1,06037602513
5.6,06037602601
4.9,06037602602
6.4,06037602700
4.8,06037602801
6.1,06037602802
4.5,06037602900
3.4,06037603004
4.7,06037603005
4.5,06037603006
5.0,06037603007
3.7,06037603008
4.2,06037603101
4.5,06037603102
5.2,06037603200
4.2,06037603301
4.4,06037603302
4.6,06037603400
5.1,06037603500
5.5,06037603600
5.6,06037603702
5.6,06037603703
4.2,06037603705
3.2,06037603706
3.9,06037603801
4.6,06037603802
4.6,06037603901
4.5,06037603902
4.4,06037604001
4.3,06037604002
4.1,06037604101
4.5,06037604102
4.8,06037604200
4.3,06037609900
5.1,06037620001
4.2,06037620002
4.5,06037620101
4.1,06037620102
3.9,06037620201
6.5,06037620301
6.3,06037620303
5.2,06037620305
5.9,06037620400
5.8,06037620501
4.6,06037620521
4.9,06037620522
4.6,06037620601
5.5,06037620602
5.0,06037620701
5.6,06037620703
6.2,06037620704
6.9,06037620801
5.4,06037620802
7.1,06037620901
6.3,06037620904
5.2,06037621001
4.7,06037621005
5.0,06037621102
3.8,06037621104
5.4,06037621201
2.9,06037621204
5.0,06037621301
3.7,06037621324
3.7,06037621326
5.0,06037621400
4.9,06037650001
4.0,06037650003
4.2,06037650004
5.4,06037650101
5.2,06037650102
5.4,06037650200
4.6,06037650300
5.8,06037650401
5.9,06037650501
6.0,06037650502
5.9,06037650603
3.0,06037650604
3.9,06037650605
3.1,06037650606
4.0,06037650607
5.2,06037650701
5.5,06037650702
4.7,06037650801
4.2,06037650802
4.1,06037650901
4.2,06037650903
3.9,06037650904
5.5,06037651001
5.3,06037651002
6.0,06037651101
4.2,06037651102
5.9,06037651201
4.3,06037651221
3.8,06037651222
5.9,06037651302
4.7,06037651304
4.5,06037651401
4.6,06037651402
4.9,06037670001
4.6,06037670002
4.4,06037670003
5.1,06037670101
4.0,06037670102
6.9,06037670201
6.2,06037670202
6.7,06037670324
8.4,06037670326
7.6,06037670328
5.6,06037670405
7.0,06037670406
5.2,06037670407
6.2,06037670413
7.3,06037670416
6.8,06037670417
6.6,06037670418
7.8,06037670500
7.0,06037670603
6.3,06037670604
6.2,06037670701
6.8,06037670702
3.0,06037700101
3.6,06037700102
3.6,06037700200
3.5,06037700300
3.6,06037700400
3.7,06037700501
3.1,06037700502
8.1,06037700600
10.0,06037700700
4.1,06037700801
4.2,06037700802
5.8,06037700901
3.8,06037700902
4.8,06037701000
8.2,06037701201
4.5,06037701202
3.7,06037701302
4.7,06037701304
3.7,06037701402
3.7,06037701501
3.2,06037701502
5.5,06037701601
3.8,06037701602
3.8,06037701701
3.4,06037701702
3.5,06037701801
3.6,06037701802
2.4,06037701902
3.5,06037702002
3.1,06037702102
4.1,06037702201
4.7,06037702202
4.4,06037702300
4.1,06037702400
4.8,06037702501
4.1,06037702502
5.1,06037702600
5.7,06037702700
4.2,06037702801
3.9,06037702802
3.9,06037702803
3.3,06037702900
6.1,06037703002
3.8,06037703003
5.9,06037703100
6.0,06037703200
7.1,06037800101
6.8,06037800103
5.3,06037800104
7.7,06037800202
7.5,06037800204
4.4,06037800205
10.0,06037800206
6.2,06037800324
6.4,06037800325
8.2,06037800328
4.0,06037800333
6.7,06037800334
5.5,06037800335
7.0,06037800336
3.7,06037800337
7.7,06037800338
6.2,06037800406
6.4,06037800410
5.9,06037800411
5.6,06037800412
6.0,06037800504
5.7,06037800506
4.7,06037900102
5.9,06037900103
6.1,06037900104
6.3,06037900301
6.2,06037900501
6.5,06037900504
6.7,06037900505
5.8,06037900506
7.5,06037900508
5.7,06037900509
6.3,06037900510
5.8,06037900602
5.0,06037900606
6.3,06037900607
6.1,06037900608
5.6,06037900609
5.1,06037900610
6.6,06037900611
5.8,06037900701
4.2,06037900703
3.8,06037900704
4.0,06037900705
5.2,06037900804
6.2,06037900805
3.8,06037900806
6.5,06037900807
5.8,06037900808
5.4,06037900901
6.3,06037900902
-666666666.0,06037901003
7.1,06037901007
6.0,06037901008
6.4,06037901009
5.9,06037901010
5.4,06037901011
8.2,06037901012
7.8,06037901013
6.9,06037901014
5.4,06037901101
5.9,06037901102
5.3,06037901209
4.9,06037901210
6.6,06037901214
5.2,06037901215
7.5,06037901216
6.8,06037901217
7.9,06037901218
5.6,06037901300
6.3,06037910002
7.4,06037910210
8.4,06037910211
6.6,06037910212
7.4,06037910213
7.1,06037910214
6.7,06037910215
7.3,06037910216
7.6,06037910217
5.8,06037910218
6.3,06037910301
6.3,06037910302
6.0,06037910401
5.8,06037910404
4.7,06037910405
3.9,06037910501
5.0,06037910502
5.3,06037910504
6.3,06037910505
6.0,06037910601
4.7,06037910602
5.6,06037910605
6.0,06037910606
5.3,06037910607
6.6,06037910608
6.7,06037910706
5.9,06037910707
6.9,06037910709
6.9,06037910712
6.7,06037910713
6.1,06037910714
5.7,06037910715
6.6,06037910716
7.1,06037910717
6.3,06037910718
7.5,06037910719
5.7,06037910720
6.6,06037910721
6.8,06037910804
6.7,06037910807
7.0,06037910808
8.5,06037910809
7.3,06037910810
7.2,06037910814
6.6,06037910815
5.2,06037911001
5.9,06037911100
6.5,06037920013
7.2,06037920015
6.8,06037920016
5.7,06037920017
5.6,06037920018
6.4,06037920020
6.0,06037920028
5.6,06037920029
5.9,06037920030
5.1,06037920031
6.2,06037920034
5.4,06037920035
4.1,06037920038
6.9,06037920039
6.3,06037920040
4.5,06037920041
4.5,06037920042
6.6,06037920043
5.9,06037920044
6.7,06037920045
4.2,06037920046
3.9,06037920047
5.4,06037920048
7.5,06037920049
4.7,06037920050
4.5,06037920102
6.2,06037920104
5.6,06037920106
5.8,06037920109
6.7,06037920110
6.0,06037920111
6.2,06037920112
5.3,06037920114
5.0,06037920115
6.0,06037920116
6.5,06037920118
7.6,06037920119
7.7,06037920120
6.5,06037920121
-666666666.0,06037920200
4.4,06037920303
4.8,06037920312
6.3,06037920313
6.1,06037920314
6.7,06037920322
5.3,06037920326
4.4,06037920328
4.8,06037920329
5.5,06037920330
5.8,06037920331
5.6,06037920332
5.5,06037920334
7.4,06037920338
6.1,06037920339
5.0,06037920340
3.9,06037920341
4.1,06037920342
4.3,06037920343
5.1,06037930400
-666666666.0,06037980001
-666666666.0,06037980002
-666666666.0,06037980003
-666666666.0,06037980004
-666666666.0,06037980005
-666666666.0,06037980006
-666666666.0,06037980007
-666666666.0,06037980008
-666666666.0,06037980009
3.3,06037980010
-666666666.0,06037980011
-666666666.0,06037980012
-666666666.0,06037980013
-666666666.0,06037980014
2.8,06037980015
4.2,06037980016
4.7,06037980017
-666666666.0,06037980018
3.5,06037980019
-666666666.0,06037980020
-666666666.0,06037980021
-666666666.0,06037980022
-666666666.0,06037980023
4.2,06037980024
3.9,06037980025
-666666666.0,06037980026
-666666666.0,06037980028
-666666666.0,06037980030
-666666666.0,06037980031
-666666666.0,06037980033
-666666666.0,06037980034
4.1,06037980035
5.6,06037980036
-666666666.0,06037980037
-666666666.0,06037980038
-666666666.0,06037980039
-666666666.0,06037990100
-666666666.0,06037990200
-666666666.0,06037990300
